SERVICE_NUMBER,ROUTE,DEPARTURE,ARRIVAL,CAPTURE,DAY_X,STATUS,CABIN,CAPACITY,LID,CURRENT_BUCKET,CURRENT_BUCKET_PRICE,BOOKINGS,REVENUE_INCL_TAX,REVENUE_EXCL_TAX,MAXLEG_LF,MAXLEG_BOOKINGS,OPTIM_STATUS
AW3285,TLL - CDG,2025-05-26 13:25:00,2025-05-26 16:15:00,2024-11-25,-182,OPEN,2,189,189,R,93.0,4,404.0,312.0,0.02,4,SCHEDULED
AW3551,HEL - CDG,2025-05-26 13:25:00,2025-05-26 16:10:00,2024-11-25,-182,OPEN,2,189,189,V,160.0,8,1754.0,1578.4,0.04,8,ACTIVATED
AW7645,OSL - CDG,2025-05-26 13:35:00,2025-05-26 17:05:00,2024-11-25,-183,OPEN,2,189,175,H,165.0,40,3646.8,2742.4,0.23,40,ACTIVATED
AW4634,CDG - VIE,2025-05-26 14:30:00,2025-05-26 16:40:00,2024-11-25,-182,OPEN,2,189,189,R,75.0,1,110.0,70.74,0.01,1,ACTIVATED
AW3558,CDG - HEL,2025-05-26 14:55:00,2025-05-26 19:15:00,2024-11-25,-182,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3281,TLL - CDG,2025-05-26 15:55:00,2025-05-26 18:45:00,2024-11-25,-182,OPEN,2,186,186,X,109.0,6,558.0,420.0,0.03,6,SCHEDULED
AW7648,CDG - OSL,2025-05-26 16:50:00,2025-05-26 18:30:00,2024-11-25,-182,OPEN,2,189,189,T,65.0,4,321.0,184.57,0.02,4,ACTIVATED
AW4635,VIE - CDG,2025-05-26 17:30:00,2025-05-26 19:35:00,2024-11-25,-182,OPEN,2,189,189,R,70.0,4,376.0,300.8,0.02,4,ACTIVATED
AW3422,CDG - TLL,2025-05-26 19:00:00,2025-05-26 23:45:00,2024-11-25,-182,OPEN,2,186,186,T,92.0,6,456.0,103.38,0.03,6,SCHEDULED
AW7649,OSL - CDG,2025-05-26 19:10:00,2025-05-26 22:40:00,2024-11-25,-183,OPEN,2,189,189,X,82.0,7,742.0,583.19,0.04,7,ACTIVATED
AW3559,HEL - CDG,2025-05-26 20:00:00,2025-05-26 22:45:00,2024-11-25,-182,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2025-05-26 20:45:00,2025-05-26 22:25:00,2024-11-25,-182,OPEN,2,189,189,R,75.0,4,300.0,142.96,0.02,4,ACTIVATED
AW7668,CDG - OSL,2025-05-26 21:15:00,2025-05-26 22:55:00,2024-11-25,-182,OPEN,2,189,189,T,65.0,2,150.0,71.48,0.01,2,ACTIVATED
AW4780,CDG - VIE,2025-05-26 21:20:00,2025-05-26 23:30:00,2024-11-25,-182,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4781,VIE - CDG,2025-05-27 06:00:00,2025-05-27 08:05:00,2024-11-25,-183,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-05-27 06:00:00,2025-05-27 09:30:00,2024-11-25,-184,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4670,CDG - BUD,2025-05-27 06:15:00,2025-05-27 09:20:00,2024-11-25,-183,OPEN,2,189,99,N,52.0,7,431.0,169.92,0.07,7,SCHEDULED
AW7665,OSL - CDG,2025-05-27 06:30:00,2025-05-27 10:00:00,2024-11-25,-184,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-27 06:45:00,2025-05-27 09:35:00,2024-11-25,-183,OPEN,2,186,186,G,69.0,5,240.0,125.0,0.03,5,SCHEDULED
AW7640,CDG - OSL,2025-05-27 07:15:00,2025-05-27 08:55:00,2024-11-25,-183,OPEN,2,189,136,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7641,OSL - CDG,2025-05-27 09:35:00,2025-05-27 13:05:00,2024-11-25,-184,OPEN,2,189,136,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3288,CDG - TLL,2025-05-27 09:50:00,2025-05-27 14:35:00,2024-11-25,-183,OPEN,2,186,186,X,111.0,0,0.0,0.0,0.0,0,SCHEDULED
AW4632,CDG - VIE,2025-05-27 10:05:00,2025-05-27 12:15:00,2024-11-25,-183,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4671,BUD - CDG,2025-05-27 10:05:00,2025-05-27 15:00:00,2024-11-25,-184,OPEN,2,189,99,L,99.0,8,897.0,818.44,0.08,8,DEACTIVATED
AW3558,CDG - HEL,2025-05-27 11:30:00,2025-05-27 15:50:00,2024-11-25,-183,OPEN,2,189,189,L,139.0,53,7483.06,5429.76,0.28,53,ACTIVATED
AW7644,CDG - OSL,2025-05-27 11:50:00,2025-05-27 13:30:00,2024-11-25,-183,OPEN,2,189,189,X,86.0,1,121.0,88.61,0.01,1,ACTIVATED
AW4633,VIE - CDG,2025-05-27 13:05:00,2025-05-27 15:10:00,2024-11-25,-183,OPEN,2,189,189,X,82.0,45,6596.95,5750.95,0.24,45,ACTIVATED
AW7645,OSL - CDG,2025-05-27 14:15:00,2025-05-27 17:45:00,2024-11-25,-184,OPEN,2,189,189,R,69.0,1,69.0,46.39,0.01,1,ACTIVATED
AW3286,CDG - TLL,2025-05-27 14:20:00,2025-05-27 19:05:00,2024-11-25,-183,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4636,CDG - VIE,2025-05-27 15:00:00,2025-05-27 17:10:00,2024-11-25,-183,OPEN,2,189,189,T,66.0,2,136.0,71.22,0.01,2,ACTIVATED
AW3289,TLL - CDG,2025-05-27 15:35:00,2025-05-27 18:25:00,2024-11-25,-183,OPEN,2,186,186,X,109.0,0,0.0,0.0,0.0,0,SCHEDULED
AW3559,HEL - CDG,2025-05-27 16:35:00,2025-05-27 19:20:00,2024-11-25,-183,OPEN,2,189,189,V,160.0,18,3808.0,3412.9,0.1,18,ACTIVATED
AW7648,CDG - OSL,2025-05-27 16:45:00,2025-05-27 18:25:00,2024-11-25,-183,OPEN,2,189,189,R,75.0,2,172.0,93.48,0.01,2,ACTIVATED
AW4637,VIE - CDG,2025-05-27 18:00:00,2025-05-27 20:05:00,2024-11-25,-183,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3422,CDG - TLL,2025-05-27 19:00:00,2025-05-27 23:45:00,2024-11-25,-183,OPEN,2,186,186,X,111.0,10,1238.0,620.34,0.05,10,SCHEDULED
AW7649,OSL - CDG,2025-05-27 19:05:00,2025-05-27 22:35:00,2024-11-25,-184,OPEN,2,189,189,R,69.0,1,22.61,0.0,0.01,1,ACTIVATED
AW3287,TLL - CDG,2025-05-27 20:00:00,2025-05-27 22:50:00,2024-11-25,-183,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2025-05-27 20:45:00,2025-05-27 22:25:00,2024-11-25,-183,OPEN,2,189,189,K,110.0,16,1027.04,460.71,0.08,16,ACTIVATED
AW7668,CDG - OSL,2025-05-27 21:15:00,2025-05-27 22:55:00,2024-11-25,-183,OPEN,2,189,189,R,75.0,15,1153.0,577.84,0.08,15,ACTIVATED
AW4780,CDG - VIE,2025-05-27 21:20:00,2025-05-27 23:30:00,2024-11-25,-183,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-05-28 06:00:00,2025-05-28 09:30:00,2024-11-25,-185,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4781,VIE - CDG,2025-05-28 06:15:00,2025-05-28 08:20:00,2024-11-25,-184,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-05-28 06:30:00,2025-05-28 10:00:00,2024-11-25,-185,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-28 06:45:00,2025-05-28 09:35:00,2024-11-25,-184,OPEN,2,186,186,G,69.0,7,483.0,322.0,0.04,7,SCHEDULED
AW7640,CDG - OSL,2025-05-28 07:15:00,2025-05-28 08:55:00,2024-11-25,-184,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3550,CDG - HEL,2025-05-28 08:30:00,2025-05-28 12:50:00,2024-11-25,-184,OPEN,2,189,189,H,211.0,37,8278.0,6935.3,0.2,37,ACTIVATED
AW7641,OSL - CDG,2025-05-28 09:35:00,2025-05-28 13:05:00,2024-11-25,-185,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3284,CDG - TLL,2025-05-28 10:05:00,2025-05-28 14:50:00,2024-11-25,-184,OPEN,2,189,189,H,192.0,9,1385.31,856.38,0.05,9,SCHEDULED
AW4632,CDG - VIE,2025-05-28 10:15:00,2025-05-28 12:25:00,2024-11-25,-184,OPEN,2,189,189,L,97.0,8,712.0,425.4,0.04,8,ACTIVATED
AW3288,CDG - TLL,2025-05-28 10:55:00,2025-05-28 15:40:00,2024-11-25,-184,OPEN,2,186,186,Q,170.0,3,496.0,312.2,0.02,3,SCHEDULED
AW7644,CDG - OSL,2025-05-28 11:50:00,2025-05-28 13:30:00,2024-11-25,-184,OPEN,2,189,189,L,97.0,23,2385.0,1557.59,0.12,23,ACTIVATED
AW4633,VIE - CDG,2025-05-28 13:15:00,2025-05-28 15:20:00,2024-11-25,-184,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3551,HEL - CDG,2025-05-28 13:35:00,2025-05-28 16:20:00,2024-11-25,-184,OPEN,2,189,164,V,160.0,9,2120.0,1922.45,0.05,9,ACTIVATED
AW7645,OSL - CDG,2025-05-28 14:10:00,2025-05-28 17:40:00,2024-11-25,-185,OPEN,2,189,189,L,96.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3558,CDG - HEL,2025-05-28 14:20:00,2025-05-28 18:40:00,2024-11-25,-184,OPEN,2,189,189,V,172.0,17,3843.0,3209.93,0.09,17,ACTIVATED
AW3286,CDG - TLL,2025-05-28 14:20:00,2025-05-28 19:05:00,2024-11-25,-184,OPEN,2,186,186,Q,170.0,4,345.3,110.22,0.02,4,SCHEDULED
AW4636,CDG - VIE,2025-05-28 14:40:00,2025-05-28 16:50:00,2024-11-25,-184,OPEN,2,189,189,R,75.0,10,757.0,391.88,0.05,10,ACTIVATED
AW3285,TLL - CDG,2025-05-28 15:45:00,2025-05-28 18:35:00,2024-11-25,-184,OPEN,2,189,189,R,93.0,2,186.0,140.0,0.01,2,SCHEDULED
AW3289,TLL - CDG,2025-05-28 16:40:00,2025-05-28 19:30:00,2024-11-25,-184,OPEN,2,186,186,R,93.0,4,372.0,280.0,0.02,4,SCHEDULED
AW7646,CDG - OSL,2025-05-28 16:45:00,2025-05-28 18:25:00,2024-11-25,-184,OPEN,2,189,189,Q,141.0,33,3567.0,2470.65,0.17,33,ACTIVATED
AW4637,VIE - CDG,2025-05-28 17:40:00,2025-05-28 19:45:00,2024-11-25,-184,OPEN,2,189,189,T,60.0,1,60.0,41.2,0.01,1,ACTIVATED
AW3422,CDG - TLL,2025-05-28 19:00:00,2025-05-28 23:45:00,2024-11-25,-184,OPEN,2,186,186,I,242.0,10,1527.07,939.37,0.05,10,SCHEDULED
AW7647,OSL - CDG,2025-05-28 19:10:00,2025-05-28 22:40:00,2024-11-25,-185,OPEN,2,189,189,R,69.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3559,HEL - CDG,2025-05-28 19:25:00,2025-05-28 22:10:00,2024-11-25,-184,OPEN,2,189,189,V,160.0,9,1370.0,1172.45,0.05,9,ACTIVATED
AW3287,TLL - CDG,2025-05-28 20:00:00,2025-05-28 22:50:00,2024-11-25,-184,OPEN,2,186,186,T,80.0,0,0.0,0.0,0.0,0,SCHEDULED
AW7664,CDG - OSL,2025-05-28 20:45:00,2025-05-28 22:25:00,2024-11-25,-184,OPEN,2,189,189,V,125.0,18,1657.0,1005.28,0.1,18,ACTIVATED
AW7668,CDG - OSL,2025-05-28 21:15:00,2025-05-28 22:55:00,2024-11-25,-184,OPEN,2,189,189,X,86.0,27,2380.0,1395.55,0.14,27,ACTIVATED
AW4780,CDG - VIE,2025-05-28 21:20:00,2025-05-28 23:30:00,2024-11-25,-184,OPEN,2,189,189,X,86.0,28,1553.0,611.73,0.15,28,ACTIVATED
AW7665,OSL - CDG,2025-05-29 06:00:00,2025-05-29 09:30:00,2024-11-25,-186,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4781,VIE - CDG,2025-05-29 06:00:00,2025-05-29 08:05:00,2024-11-25,-185,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-05-29 06:30:00,2025-05-29 10:00:00,2024-11-25,-186,OPEN,2,189,189,T,57.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-29 06:45:00,2025-05-29 09:35:00,2024-11-25,-185,OPEN,2,186,186,G,69.0,0,0.0,0.0,0.0,0,SCHEDULED
AW7640,CDG - OSL,2025-05-29 07:15:00,2025-05-29 08:55:00,2024-11-25,-185,OPEN,2,186,186,B,237.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3550,CDG - HEL,2025-05-29 08:10:00,2025-05-29 12:30:00,2024-11-25,-185,OPEN,2,189,189,D,334.0,9,3556.0,3216.4,0.05,9,ACTIVATED
AW7641,OSL - CDG,2025-05-29 09:35:00,2025-05-29 13:05:00,2024-11-25,-186,OPEN,2,186,186,R,69.0,3,171.0,103.17,0.02,3,ACTIVATED
AW4632,CDG - VIE,2025-05-29 09:45:00,2025-05-29 11:55:00,2024-11-25,-185,OPEN,2,189,189,I,193.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4670,CDG - BUD,2025-05-29 10:05:00,2025-05-29 13:10:00,2024-11-25,-185,OPEN,2,189,99,X,90.0,9,796.0,456.4,0.09,9,SCHEDULED
AW3288,CDG - TLL,2025-05-29 11:25:00,2025-05-29 16:10:00,2024-11-25,-185,OPEN,2,186,186,M,216.0,1,216.0,149.74,0.01,1,SCHEDULED
AW7644,CDG - OSL,2025-05-29 11:50:00,2025-05-29 13:30:00,2024-11-25,-185,OPEN,2,189,189,B,237.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4633,VIE - CDG,2025-05-29 12:45:00,2025-05-29 14:50:00,2024-11-25,-185,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3551,HEL - CDG,2025-05-29 13:15:00,2025-05-29 16:00:00,2024-11-25,-185,OPEN,2,189,189,Q,178.0,12,2588.0,2324.6,0.06,12,ACTIVATED
AW4671,BUD - CDG,2025-05-29 13:55:00,2025-05-29 18:50:00,2024-11-25,-186,OPEN,2,189,99,X,85.0,6,458.0,399.08,0.06,6,DEACTIVATED
AW7645,OSL - CDG,2025-05-29 14:15:00,2025-05-29 17:45:00,2024-11-25,-186,OPEN,2,189,189,L,96.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4636,CDG - VIE,2025-05-29 14:30:00,2025-05-29 16:40:00,2024-11-25,-185,OPEN,2,189,189,I,193.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3556,CDG - HEL,2025-05-29 15:00:00,2025-05-29 19:20:00,2024-11-25,-185,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7646,CDG - OSL,2025-05-29 15:20:00,2025-05-29 17:00:00,2024-11-25,-185,OPEN,2,189,189,B,237.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3289,TLL - CDG,2025-05-29 17:10:00,2025-05-29 20:00:00,2024-11-25,-185,OPEN,2,186,186,X,109.0,4,500.0,408.0,0.02,4,SCHEDULED
AW4637,VIE - CDG,2025-05-29 17:30:00,2025-05-29 19:35:00,2024-11-25,-185,OPEN,2,189,189,T,60.0,2,164.0,126.4,0.01,2,ACTIVATED
AW7647,OSL - CDG,2025-05-29 17:40:00,2025-05-29 21:10:00,2024-11-25,-186,OPEN,2,189,189,L,96.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3422,CDG - TLL,2025-05-29 19:00:00,2025-05-29 23:45:00,2024-11-25,-185,OPEN,2,186,186,H,192.0,0,0.0,0.0,0.0,0,SCHEDULED
AW3557,HEL - CDG,2025-05-29 20:05:00,2025-05-29 22:50:00,2024-11-25,-185,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7664,CDG - OSL,2025-05-29 20:45:00,2025-05-29 22:25:00,2024-11-25,-185,OPEN,2,189,189,K,110.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7668,CDG - OSL,2025-05-29 21:15:00,2025-05-29 22:55:00,2024-11-25,-185,OPEN,2,189,189,K,110.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4780,CDG - VIE,2025-05-29 21:15:00,2025-05-29 23:25:00,2024-11-25,-185,OPEN,2,189,189,L,97.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-05-30 06:00:00,2025-05-30 09:30:00,2024-11-25,-187,OPEN,2,189,189,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-05-30 06:30:00,2025-05-30 10:00:00,2024-11-25,-187,OPEN,2,189,189,X,82.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3423,TLL - CDG,2025-05-30 06:35:00,2025-05-30 09:25:00,2024-11-25,-186,OPEN,2,186,186,R,93.0,0,0.0,0.0,0.0,0,SCHEDULED
AW4781,VIE - CDG,2025-05-30 06:55:00,2025-05-30 09:00:00,2024-11-25,-186,OPEN,2,189,189,G,52.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7640,CDG - OSL,2025-05-30 07:20:00,2025-05-30 09:00:00,2024-11-25,-186,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3550,CDG - HEL,2025-05-30 07:30:00,2025-05-30 11:50:00,2024-11-25,-186,OPEN,2,189,169,L,139.0,13,2536.0,2059.97,0.08,13,ACTIVATED
AW3280,CDG - TLL,2025-05-30 09:05:00,2025-05-30 13:50:00,2024-11-25,-186,OPEN,2,186,186,H,192.0,0,0.0,0.0,0.0,0,SCHEDULED
AW7641,OSL - CDG,2025-05-30 09:40:00,2025-05-30 13:10:00,2024-11-25,-187,CANCELLED,2,186,186,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4632,CDG - VIE,2025-05-30 10:05:00,2025-05-30 12:15:00,2024-11-25,-186,OPEN,2,189,189,X,86.0,1,110.0,70.74,0.01,1,ACTIVATED
AW7644,CDG - OSL,2025-05-30 11:10:00,2025-05-30 12:50:00,2024-11-25,-186,OPEN,2,189,189,L,97.0,4,689.0,552.57,0.02,4,ACTIVATED
AW3551,HEL - CDG,2025-05-30 12:35:00,2025-05-30 15:20:00,2024-11-25,-186,OPEN,2,189,169,M,217.0,12,2446.0,2182.6,0.07,12,ACTIVATED
AW4633,VIE - CDG,2025-05-30 13:05:00,2025-05-30 15:10:00,2024-11-25,-186,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3284,CDG - TLL,2025-05-30 13:25:00,2025-05-30 18:10:00,2024-11-25,-186,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7645,OSL - CDG,2025-05-30 13:35:00,2025-05-30 17:05:00,2024-11-25,-187,OPEN,2,189,189,R,69.0,2,114.0,68.78,0.01,2,ACTIVATED
AW3281,TLL - CDG,2025-05-30 14:50:00,2025-05-30 17:40:00,2024-11-25,-186,OPEN,2,186,186,L,125.0,1,125.0,102.0,0.01,1,SCHEDULED
AW3558,CDG - HEL,2025-05-30 14:55:00,2025-05-30 19:15:00,2024-11-25,-186,OPEN,2,189,189,K,154.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4636,CDG - VIE,2025-05-30 14:55:00,2025-05-30 17:05:00,2024-11-25,-186,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7648,CDG - OSL,2025-05-30 16:25:00,2025-05-30 18:05:00,2024-11-25,-186,OPEN,2,189,189,R,75.0,5,463.0,280.44,0.03,5,ACTIVATED
AW4637,VIE - CDG,2025-05-30 17:55:00,2025-05-30 20:00:00,2024-11-25,-186,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7649,OSL - CDG,2025-05-30 18:45:00,2025-05-30 22:15:00,2024-11-25,-187,OPEN,2,189,189,R,69.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3422,CDG - TLL,2025-05-30 19:00:00,2025-05-30 23:45:00,2024-11-25,-186,OPEN,2,186,186,Q,170.0,0,0.0,0.0,0.0,0,SCHEDULED
AW3285,TLL - CDG,2025-05-30 19:05:00,2025-05-30 21:55:00,2024-11-25,-186,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3559,HEL - CDG,2025-05-30 20:00:00,2025-05-30 22:45:00,2024-11-25,-186,OPEN,2,189,189,H,197.0,10,2368.0,2148.5,0.05,10,ACTIVATED
AW7664,CDG - OSL,2025-05-30 20:45:00,2025-05-30 22:25:00,2024-11-25,-186,OPEN,2,189,189,X,86.0,1,293.0,260.61,0.01,1,ACTIVATED
AW4780,CDG - VIE,2025-05-30 21:10:00,2025-05-30 23:20:00,2024-11-25,-186,OPEN,2,189,189,T,66.0,1,66.0,26.74,0.01,1,ACTIVATED
AW7668,CDG - OSL,2025-05-30 21:15:00,2025-05-30 22:55:00,2024-11-25,-186,OPEN,2,189,189,V,125.0,34,3023.0,1688.16,0.18,34,ACTIVATED
AW7665,OSL - CDG,2025-05-31 05:55:00,2025-05-31 09:25:00,2024-11-25,-188,OPEN,2,189,189,R,69.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4781,VIE - CDG,2025-05-31 06:00:00,2025-05-31 08:05:00,2024-11-25,-187,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4670,CDG - BUD,2025-05-31 06:15:00,2025-05-31 09:20:00,2024-11-25,-187,OPEN,2,186,116,K,117.0,42,4548.8,2899.88,0.36,42,SCHEDULED
AW7669,OSL - CDG,2025-05-31 06:25:00,2025-05-31 09:55:00,2024-11-25,-188,OPEN,2,189,189,R,69.0,4,228.0,137.56,0.02,4,ACTIVATED
AW3423,TLL - CDG,2025-05-31 06:45:00,2025-05-31 09:35:00,2024-11-25,-187,OPEN,2,186,186,V,165.0,0,0.0,0.0,0.0,0,SCHEDULED
AW3550,CDG - HEL,2025-05-31 08:35:00,2025-05-31 12:55:00,2024-11-25,-187,OPEN,2,189,189,K,154.0,14,2604.0,2109.32,0.07,14,ACTIVATED
AW3280,CDG - TLL,2025-05-31 09:00:00,2025-05-31 13:45:00,2024-11-25,-187,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW4671,BUD - CDG,2025-05-31 10:05:00,2025-05-31 15:00:00,2024-11-25,-188,OPEN,2,186,116,V,132.0,9,901.0,812.62,0.08,9,DEACTIVATED
AW4636,CDG - VIE,2025-05-31 10:10:00,2025-05-31 12:20:00,2024-11-25,-187,OPEN,2,189,189,R,75.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3288,CDG - TLL,2025-05-31 10:15:00,2025-05-31 15:00:00,2024-11-25,-187,OPEN,2,186,186,X,111.0,3,326.0,134.71,0.02,3,SCHEDULED
AW7644,CDG - OSL,2025-05-31 10:20:00,2025-05-31 12:00:00,2024-11-25,-187,OPEN,2,189,179,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7645,OSL - CDG,2025-05-31 12:40:00,2025-05-31 16:10:00,2024-11-25,-188,OPEN,2,189,179,X,82.0,1,124.0,101.21,0.01,1,ACTIVATED
AW4637,VIE - CDG,2025-05-31 13:10:00,2025-05-31 15:15:00,2024-11-25,-187,OPEN,2,189,189,G,52.0,3,276.0,219.6,0.02,3,ACTIVATED
AW4634,CDG - VIE,2025-05-31 13:35:00,2025-05-31 15:45:00,2024-11-25,-187,OPEN,2,189,189,X,86.0,0,0.0,0.0,0.0,0,ACTIVATED
AW3551,HEL - CDG,2025-05-31 13:40:00,2025-05-31 16:25:00,2024-11-25,-187,OPEN,2,189,189,I,239.0,40,7126.5,6248.5,0.21,40,ACTIVATED
AW3281,TLL - CDG,2025-05-31 14:40:00,2025-05-31 17:30:00,2024-11-25,-187,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW7658,CDG - OSL,2025-05-31 15:20:00,2025-05-31 17:00:00,2024-11-25,-187,OPEN,2,189,189,X,86.0,30,3439.2,2261.4,0.16,30,ACTIVATED
AW3289,TLL - CDG,2025-05-31 16:00:00,2025-05-31 18:50:00,2024-11-25,-187,OPEN,2,186,186,Q,188.0,7,998.0,837.0,0.04,7,SCHEDULED
AW4635,VIE - CDG,2025-05-31 16:40:00,2025-05-31 18:45:00,2024-11-25,-187,OPEN,2,189,189,T,60.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7646,CDG - OSL,2025-05-31 16:45:00,2025-05-31 18:25:00,2024-11-25,-187,OPEN,2,186,186,X,86.0,23,2093.0,1190.02,0.12,23,ACTIVATED
AW7659,OSL - CDG,2025-05-31 17:40:00,2025-05-31 21:10:00,2024-11-25,-188,OPEN,2,189,189,V,128.0,43,3795.0,2821.87,0.23,43,ACTIVATED
AW3422,CDG - TLL,2025-05-31 19:00:00,2025-05-31 23:45:00,2024-11-25,-187,OPEN,2,186,186,G,83.0,3,249.0,50.22,0.02,3,SCHEDULED
AW7647,OSL - CDG,2025-05-31 19:05:00,2025-05-31 22:35:00,2024-11-25,-188,OPEN,2,186,186,Q,147.0,29,2256.44,1600.75,0.16,29,ACTIVATED
AW7664,CDG - OSL,2025-05-31 20:45:00,2025-05-31 22:25:00,2024-11-25,-187,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
AW4780,CDG - VIE,2025-05-31 21:15:00,2025-05-31 23:25:00,2024-11-25,-187,OPEN,2,189,189,T,66.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7668,CDG - OSL,2025-05-31 21:15:00,2025-05-31 22:55:00,2024-11-25,-187,OPEN,2,189,189,T,65.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7669,OSL - CDG,2025-06-01 06:00:00,2025-06-01 09:30:00,2024-11-25,-189,OPEN,2,189,189,K,111.0,22,1834.0,1335.68,0.12,22,ACTIVATED
AW4781,VIE - CDG,2025-06-01 06:00:00,2025-06-01 08:05:00,2024-11-25,-188,OPEN,2,189,189,R,70.0,0,0.0,0.0,0.0,0,ACTIVATED
AW7665,OSL - CDG,2025-06-01 06:30:00,2025-06-01 10:00:00,2024-11-25,-189,OPEN,2,189,189,V,128.0,30,2501.0,1821.98,0.16,30,ACTIVATED
AW3423,TLL - CDG,2025-06-01 07:00:00,2025-06-01 09:50:00,2024-11-25,-188,OPEN,2,186,186,M,239.0,5,258.22,143.22,0.03,5,SCHEDULED
AW7640,CDG - OSL,2025-06-01 07:20:00,2025-06-01 09:00:00,2024-11-25,-188,CANCELLED,2,189,189,,,0,0.0,0.0,0.0,0,UNAVAILABLE
AW3280,CDG - TLL,2025-06-01 08:05:00,2025-06-01 12:50:00,2024-11-25,-188,OPEN,2,189,189,X,111.0,3,333.0,134.22,0.02,3,SCHEDULED
